CANAL;COMENTARIO
CONOCE-AQUI;Ñ
CONOCE-AQUI;asd
CONOCE-AQUI;v
CONOCE-AQUI;ok
CONOCE-AQUI;asdad
CONOCE-AQUI;"buena
"
CONOCE-AQUI;muy bien
CONOCE-AQUI;DEBERIA CON UN SOLO CLIC SACAR TODAS LAS PROPIEDADES
CONOCE-AQUI;Excelente 
CONOCE-AQUI;"good
"
CONOCE-AQUI;99
CONOCE-AQUI;.............
CONOCE-AQUI;super
CONOCE-AQUI;... 
CONOCE-AQUI;Muy buen servicio
CONOCE-AQUI;*
CONOCE-AQUI;A
CONOCE-AQUI;hhh
CONOCE-AQUI;CC
CONOCE-AQUI;m
CONOCE-AQUI;Ok
CONOCE-AQUI;Ninguna.
CONOCE-AQUI;N
CONOCE-AQUI;muy poco tiempo
CONOCE-AQUI;OK
CONOCE-AQUI;BUENO
CONOCE-AQUI;muy bueno
CONOCE-AQUI;TODO BIEN
CONOCE-AQUI;"que se deberia poder hacer mas de 3 consultas por dia
"
CONOCE-AQUI;"OK
"
CONOCE-AQUI;que se deberia poder hacer mas de 3 consultas por dia
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;s
CONOCE-AQUI;S
CONOCE-AQUI;RD
CONOCE-AQUI;SFSF
CONOCE-AQUI;ME ENCANTO
CONOCE-AQUI;e
CONOCE-AQUI;Muy poco tiempo.  No se pueden ver las partidas completas
CONOCE-AQUI;buen servicio
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;bien
CONOCE-AQUI;excelente 
CONOCE-AQUI;f
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;excelnte servicio
CONOCE-AQUI;Excelente servicio
CONOCE-AQUI;BIEN
CONOCE-AQUI;VVVV
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;NO SE VISUALIZO
CONOCE-AQUI;no se puede  mejorar el tamaño de vizualizaicon del documento, ya que las barras quedan etsaticas
CONOCE-AQUI;BIEN.
CONOCE-AQUI;podria ser mejor
CONOCE-AQUI;exelente
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;Se deberia poder entrar mas de 3 veces con un dni
CONOCE-AQUI;ok
CONOCE-AQUI;4
CONOCE-AQUI;OK
CONOCE-AQUI;bien
CONOCE-AQUI;Xd
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;"buena informacion
"
CONOCE-AQUI;OK
CONOCE-AQUI;XXXXXXX
CONOCE-AQUI;BIEN
CONOCE-AQUI;seria bueno poder imprimir o descargar las partidas para tenerlos como referencia
CONOCE-AQUI;.
CONOCE-AQUI;conforme con la informacion
CONOCE-AQUI;si
CONOCE-AQUI;Que laencuesta sea opcional o al final las busquedas 
CONOCE-AQUI;bien
CONOCE-AQUI;MUY BUEN SERVICIO
CONOCE-AQUI;"DEBERIAN AUMENTAR EL TIEMPO DE VISUALIZACION
"
CONOCE-AQUI;Burno
CONOCE-AQUI;dfgdfgg
CONOCE-AQUI;"malo
"
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;muy buena la atencion
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;BUENA ATENCION
CONOCE-AQUI;BUENO
CONOCE-AQUI;BUENA
CONOCE-AQUI;.
CONOCE-AQUI;1
CONOCE-AQUI;.
CONOCE-AQUI;excelente
CONOCE-AQUI;"OK
"
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;asd
CONOCE-AQUI;no carga
CONOCE-AQUI;ok
CONOCE-AQUI;BIEN
CONOCE-AQUI;ok
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;Estaria genial poder visualizar los kilometrajes registrados en sus revisiontes tecnicas o ventas
CONOCE-AQUI;"MUY BUENA LA PLATAFORMA
"
CONOCE-AQUI;mas tiempo
CONOCE-AQUI;MUY BUENA
CONOCE-AQUI;bUENA
CONOCE-AQUI;los felicito, gracias
CONOCE-AQUI;NINGUNO
CONOCE-AQUI;ok
CONOCE-AQUI;INCOMPLETO
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;.
CONOCE-AQUI;falta la opcion para  descargar el archivo
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;m
CONOCE-AQUI;6
CONOCE-AQUI;OK
CONOCE-AQUI;"que se pueda imprimir
"
CONOCE-AQUI;"no encuesta
"
CONOCE-AQUI;Bien
CONOCE-AQUI;Rápido 
CONOCE-AQUI;dsffd
CONOCE-AQUI;´PEK
CONOCE-AQUI;KJP UL
CONOCE-AQUI;PORQUE SIGO APARECIENDO EN LA RENIEC COMO VIVA SI YA ESTA FALLECIDA
CONOCE-AQUI;SE DEBERIA PODER IMPRIMIR, SI IGUAL NO TIENE CALIDAD DE DOCUMENTO OFICIAL
CONOCE-AQUI;sdfg
CONOCE-AQUI;3
CONOCE-AQUI;buen servicio
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;22
CONOCE-AQUI;ok
CONOCE-AQUI;debe descargarse el documento
CONOCE-AQUI; 
CONOCE-AQUI;"HABILITAR OPCION DE IMPRESION
"
CONOCE-AQUI;OK
CONOCE-AQUI;f
CONOCE-AQUI;.
CONOCE-AQUI;.
CONOCE-AQUI;C
CONOCE-AQUI;OK
CONOCE-AQUI;Bueno
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;permitir realizar mas consultas por partida en un sesion
CONOCE-AQUI;OK
CONOCE-AQUI;EFICIENTE
CONOCE-AQUI;.
CONOCE-AQUI;bien
CONOCE-AQUI;mejorar 
CONOCE-AQUI;BIEN
CONOCE-AQUI;OK
CONOCE-AQUI;Ok
CONOCE-AQUI;"OK
"
CONOCE-AQUI;"ES RAPIDA Y BIEN CLARO 

"
CONOCE-AQUI;BUENO
CONOCE-AQUI;no dejan hacer una segunda búsqueda de lectura 
CONOCE-AQUI;.
CONOCE-AQUI;hnvnc
CONOCE-AQUI;bien
CONOCE-AQUI;Q
CONOCE-AQUI;Okok
CONOCE-AQUI;w
CONOCE-AQUI;OK
CONOCE-AQUI;BUENA LA INFORMACION 
CONOCE-AQUI;BIEN
CONOCE-AQUI;BUEN CANAL
CONOCE-AQUI;as
CONOCE-AQUI;OK
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;JYHDFSDGSDG
CONOCE-AQUI;me aburre llenar la encuesta
CONOCE-AQUI;"bien
"
CONOCE-AQUI;TODO OK
CONOCE-AQUI;gracias
CONOCE-AQUI;muy bien
CONOCE-AQUI;XD
CONOCE-AQUI;s
CONOCE-AQUI;a
CONOCE-AQUI;a
CONOCE-AQUI;"Muy útil y eficiente
Gracias"
CONOCE-AQUI;super buen servicio
CONOCE-AQUI;g
CONOCE-AQUI;DS
CONOCE-AQUI;ok
CONOCE-AQUI;TODO BIEN, SOLO FALTARIA PARA DESCARGAR
CONOCE-AQUI;bueeeenazooo
CONOCE-AQUI;A
CONOCE-AQUI;"EXCELENTE
"
CONOCE-AQUI;deberia poderse imprimir
CONOCE-AQUI;ok
CONOCE-AQUI;DD
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;..
CONOCE-AQUI;excelente
CONOCE-AQUI;BIEN
CONOCE-AQUI;s
CONOCE-AQUI;ok
CONOCE-AQUI;POI
CONOCE-AQUI;-
CONOCE-AQUI;O
CONOCE-AQUI;Excelente servicio.
CONOCE-AQUI;EXCELENTE 
CONOCE-AQUI;aMPLIAR LA ZONA DE VISUALIZACIÓN
CONOCE-AQUI;ooi
CONOCE-AQUI;Excelente.
CONOCE-AQUI;bueno
CONOCE-AQUI;"muy buena
"
CONOCE-AQUI;..
CONOCE-AQUI;excelente
CONOCE-AQUI;"
{´}}*]*"
CONOCE-AQUI;ERG
CONOCE-AQUI;OK
CONOCE-AQUI;bueno
CONOCE-AQUI;.
CONOCE-AQUI;La ubicacion de los documentos se realizan en forma rápida
CONOCE-AQUI;ok
CONOCE-AQUI;Z
CONOCE-AQUI;XXXX
CONOCE-AQUI;la hoja está volteada
CONOCE-AQUI;OK
CONOCE-AQUI;https://conoce-aqui.sunarp.gob.pe/conoce-aqui/assets/img/4.png
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;BUENA ATENCION
CONOCE-AQUI;Si
CONOCE-AQUI;d
CONOCE-AQUI;FDGDFG
CONOCE-AQUI;"MAS TIEMPO EN VISUALIZACION
"
CONOCE-AQUI;ok
CONOCE-AQUI;"ok
"
CONOCE-AQUI;Bueno
CONOCE-AQUI;1
CONOCE-AQUI;Buen
CONOCE-AQUI;"}{
}{}"
CONOCE-AQUI;Todo bien
CONOCE-AQUI;...
CONOCE-AQUI;"OK
"
CONOCE-AQUI;NO PERMITE IMPRESION
CONOCE-AQUI;mas visualizaciones
CONOCE-AQUI;knvflwlvs
CONOCE-AQUI;BFBGFB
CONOCE-AQUI;D
CONOCE-AQUI;"Deben dar más tiempo en sesión.
"
CONOCE-AQUI;MUCHAS GRACIAS 
CONOCE-AQUI;h
CONOCE-AQUI;Gracias por darnos alcances de una forma oportuna de los trámites que venimos realizando 
CONOCE-AQUI;NO ME PERMITE INGRESAR
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;kji
CONOCE-AQUI;  
CONOCE-AQUI;buena
CONOCE-AQUI;OK
CONOCE-AQUI;bien
CONOCE-AQUI;"gracias
"
CONOCE-AQUI;s
CONOCE-AQUI;GG
CONOCE-AQUI;W3
CONOCE-AQUI;l
CONOCE-AQUI;genial
CONOCE-AQUI;Correcto
CONOCE-AQUI;ok
CONOCE-AQUI;1
CONOCE-AQUI;312
CONOCE-AQUI;-Ç
CONOCE-AQUI;OK
CONOCE-AQUI;"bien
"
CONOCE-AQUI;BIEN
CONOCE-AQUI;"MUY BUENO
"
CONOCE-AQUI;sad
CONOCE-AQUI;QWE
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;OK
CONOCE-AQUI;dhdghtg
CONOCE-AQUI;bien
CONOCE-AQUI;<
CONOCE-AQUI;perfecto
CONOCE-AQUI;gfgf
CONOCE-AQUI;la ficha sale de color negro
CONOCE-AQUI;.
CONOCE-AQUI;"OK
"
CONOCE-AQUI;GOOD
CONOCE-AQUI;Excelente
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;123456
CONOCE-AQUI;eXCELNTE
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;u
CONOCE-AQUI;ok
CONOCE-AQUI;j
CONOCE-AQUI;BUEN SERVICIO
CONOCE-AQUI;bien
CONOCE-AQUI;b
CONOCE-AQUI;NO SE PUEDE
CONOCE-AQUI;Que se pueda retroceder para realizar una nueva busqueda en la misma sesion
CONOCE-AQUI;l
CONOCE-AQUI;"BUENO
"
CONOCE-AQUI;k
CONOCE-AQUI;BIEN
CONOCE-AQUI;C
CONOCE-AQUI;No me dejó ver
CONOCE-AQUI;d
CONOCE-AQUI;JHKJH
CONOCE-AQUI;NO SE TIENE INFORMACION
CONOCE-AQUI;Ok
CONOCE-AQUI;"MUY BUENO
"
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;DEBERIA TENER LA BUSQUEDA DE PARTIDA POR UBICACION ANEXADO A ESTE
CONOCE-AQUI;".
"
CONOCE-AQUI;OK.
CONOCE-AQUI;k
CONOCE-AQUI;ok
CONOCE-AQUI;A
CONOCE-AQUI;Muy bueno
CONOCE-AQUI;BUENO
CONOCE-AQUI;bien
CONOCE-AQUI;"ok

"
CONOCE-AQUI;se nos permita imprimir la información
CONOCE-AQUI;k
CONOCE-AQUI;"PORQUE NO SE PUEDE VISUALIZAR LOS ARCHIVOS QUE DIERON ORIGEN A LOS ASIENTOS. TUVE UN INCONVENIENTE CON UNA UNIDAD INSCRITA EN SUNARP CUSCO, CON ESTE LINK ME AYUDO A VERIFICAR NUESTRA OBSERVACION; PERO VIAJAMOS A CUSCO PARA QUE SE NOS EXHIBIERA LOS ARCHIVO"
CONOCE-AQUI;nn
CONOCE-AQUI;OK
CONOCE-AQUI;"rapido
"
CONOCE-AQUI;OK
CONOCE-AQUI;BUENO
CONOCE-AQUI;x
CONOCE-AQUI;ok
CONOCE-AQUI;"bien
"
CONOCE-AQUI;gracias
CONOCE-AQUI;BUEN
CONOCE-AQUI;EFASEF
CONOCE-AQUI;SIEMPRE PENSANDO EN LOS USUARIOS. MUCHAS GRACIAS POR TAN BUEN SERVICIO.
CONOCE-AQUI;u
CONOCE-AQUI;Muy bueno
CONOCE-AQUI;BUENO
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;*
CONOCE-AQUI;OK
CONOCE-AQUI;1
CONOCE-AQUI;.
CONOCE-AQUI;mas tiempo en la plataforma
CONOCE-AQUI;fALTAN DATOS
CONOCE-AQUI;"DEBERIA PERMITIR VER ULTIMA HOJA
"
CONOCE-AQUI;A
CONOCE-AQUI;na
CONOCE-AQUI;ok
CONOCE-AQUI;Pero como saber si está hipotecado
CONOCE-AQUI;Falta indicar la partida de las sub divisiones solo figura el predio matriz. gRACIAS
CONOCE-AQUI;bien
CONOCE-AQUI;BIEN
CONOCE-AQUI;deberia de haber una opcion para pober descargar la información requerida
CONOCE-AQUI;MUY BUENO CONTAR CON ESTA HERRAMIENTA.
CONOCE-AQUI;que la casilla de visualización de la partida sea mas grande para poder observar mejor la informacion.
CONOCE-AQUI;EXCELENTE 
CONOCE-AQUI;A
CONOCE-AQUI;bien
CONOCE-AQUI;0
CONOCE-AQUI;pesimo
CONOCE-AQUI;bueno
CONOCE-AQUI;HK
CONOCE-AQUI;excelente
CONOCE-AQUI;ES COMPLICADO BUSCAR DE 1 EN 1
CONOCE-AQUI;bien
CONOCE-AQUI;mbmb
CONOCE-AQUI;gfd
CONOCE-AQUI;OK
CONOCE-AQUI;  
CONOCE-AQUI;BUENO
CONOCE-AQUI;ok
CONOCE-AQUI;"mu provechoso
"
CONOCE-AQUI;poder imprimir
CONOCE-AQUI;FDF
CONOCE-AQUI;GYJIKLB
CONOCE-AQUI;muy bueno
CONOCE-AQUI;ok
CONOCE-AQUI;BIEN.
CONOCE-AQUI;DFTGJHDFG
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;NN
CONOCE-AQUI;Muy buena informacion, gracias
CONOCE-AQUI;bien.
CONOCE-AQUI;okey
CONOCE-AQUI;0
CONOCE-AQUI;BIEN
CONOCE-AQUI;ccccccccccccccccccc
CONOCE-AQUI;OK
CONOCE-AQUI;A
CONOCE-AQUI;SERIA BUENO QUE SE PUEDA DESCAGAR EN PDF IGUAL SOLO SE UTILIZARIA PARA FINES INFORMATIVOS
CONOCE-AQUI;"ok
"
CONOCE-AQUI;i
CONOCE-AQUI;NIJNIN
CONOCE-AQUI;D
CONOCE-AQUI;"MUY AGIL. DEBERIAN PERMITIR IMPRIMIR, 
"
CONOCE-AQUI;excelente
CONOCE-AQUI;excelente
CONOCE-AQUI;j
CONOCE-AQUI;Solo puedo ver una hoja y como no se cómo termina, ignoro la fecha de tal  asiento  e ignoro tambien si hay mas asientos.
CONOCE-AQUI;DSFSDFSDFSDF
CONOCE-AQUI;ok
CONOCE-AQUI;ninguno
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;OIUDFVHO
CONOCE-AQUI;falta imprimir
CONOCE-AQUI;gracias
CONOCE-AQUI;"AKDFJKGF
"
CONOCE-AQUI;rápido
CONOCE-AQUI;actualicen para que se descargue los documentos
CONOCE-AQUI;ok
CONOCE-AQUI;dffd
CONOCE-AQUI;D
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;BUENO
CONOCE-AQUI;deberian hacer un poco mas grandes las vistas :)
CONOCE-AQUI;"me gustaria que haya forma de chatear en caso tenga alguna duda
"
CONOCE-AQUI;Bueno
CONOCE-AQUI;OK
CONOCE-AQUI;no se puede ver la partida entera 
CONOCE-AQUI;bien
CONOCE-AQUI;OK
CONOCE-AQUI;ass
CONOCE-AQUI;Ok
CONOCE-AQUI;"EXCELENTE
"
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;dfg
CONOCE-AQUI;ok
CONOCE-AQUI;Perfecta la información
CONOCE-AQUI;Ok
CONOCE-AQUI;Good
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;"OK
"
CONOCE-AQUI;FDSFSF
CONOCE-AQUI;todo ok
CONOCE-AQUI;"ok
"
CONOCE-AQUI;.
CONOCE-AQUI;.
CONOCE-AQUI;"MUY BUENO
"
CONOCE-AQUI;MAS OPCIONES
CONOCE-AQUI;excelente
CONOCE-AQUI;¿por qué no permite que podamos imprimir?
CONOCE-AQUI;"VVVVVVV
"
CONOCE-AQUI;OK
CONOCE-AQUI;muy buen servicio
CONOCE-AQUI;Gracias
CONOCE-AQUI;bien
CONOCE-AQUI;"MUY  BUENA
"
CONOCE-AQUI;De gran uso para peritos judiciales
CONOCE-AQUI;para partidas electrónicas con muchos asientos es muy poco el tiempo para visualizar
CONOCE-AQUI;AS
CONOCE-AQUI;BUENO
CONOCE-AQUI;ok
CONOCE-AQUI;A
CONOCE-AQUI;ok
CONOCE-AQUI;buenaso
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;Se debe poder impr Imir
CONOCE-AQUI;BUENÍSIMO
CONOCE-AQUI;OK
CONOCE-AQUI;BIEN
CONOCE-AQUI;1
CONOCE-AQUI;BIEN
CONOCE-AQUI;.
CONOCE-AQUI;ok
CONOCE-AQUI;Muy bueno.
CONOCE-AQUI;BIEN
CONOCE-AQUI;"eXCELENTE APLICACIÓN.
"
CONOCE-AQUI;no se onserva nada 
CONOCE-AQUI;1
CONOCE-AQUI;Dejenme descargaar gaa
CONOCE-AQUI;Buena información 
CONOCE-AQUI;E
CONOCE-AQUI;AMPLIAR MAS TIEMPO PARA LA REVISION
CONOCE-AQUI;D
CONOCE-AQUI;.
CONOCE-AQUI;se podria implementare descarga para los documentos
CONOCE-AQUI;hgfhgf
CONOCE-AQUI;"EXCELENTE 
"
CONOCE-AQUI;a
CONOCE-AQUI;horrible servicio
CONOCE-AQUI;bIEN
CONOCE-AQUI;TODO BIEN.
CONOCE-AQUI;..
CONOCE-AQUI;ok
CONOCE-AQUI;Cuando no sabemos la partida y pones en click aqui para conocer, no funciona
CONOCE-AQUI;gracias muy util
CONOCE-AQUI;OK
CONOCE-AQUI;Y hh
CONOCE-AQUI;BIEN
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;20
CONOCE-AQUI;OK.
CONOCE-AQUI;OKK
CONOCE-AQUI;BIEN
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;bien
CONOCE-AQUI;"Procedi a solicitar un certificado literal que  se iba a solicitar un asiento en especifico, se visualizo y cuando se solicito en sunarp en linea, se emitio otro asiento
totalmente incorforme con la pagina "
CONOCE-AQUI;..
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;K
CONOCE-AQUI;Todo muy bien
CONOCE-AQUI;JH
CONOCE-AQUI;a
CONOCE-AQUI;x
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;ok
CONOCE-AQUI;"PERFECTO 
"
CONOCE-AQUI;cADA VEZ QUE QUIERO VER OTRA PARTIDA, TENGO QUE LOGEARME. NADA MÁS. ARREGLEN ESO POR FAVOR.
CONOCE-AQUI;Nada
CONOCE-AQUI;:)
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;OK
CONOCE-AQUI;NO
CONOCE-AQUI;excElente
CONOCE-AQUI;d
CONOCE-AQUI;ok
CONOCE-AQUI;hhh
CONOCE-AQUI;sigan brindando servicio eficientes como el conoce aqui
CONOCE-AQUI;...
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE Y DINAMICA PLATAFORMA VIRTUAL..
CONOCE-AQUI;.
CONOCE-AQUI;MAS TIEMPO Y CALIDAD POR FAVOR. GRACIAS
CONOCE-AQUI;ok
CONOCE-AQUI;Bueno
CONOCE-AQUI;muy bueno 
CONOCE-AQUI;Buena pagina
CONOCE-AQUI;BIEN
CONOCE-AQUI;esta bien esta plataforma
CONOCE-AQUI;ASAS
CONOCE-AQUI;BIEN
CONOCE-AQUI;Glosario de terminos
CONOCE-AQUI;OK
CONOCE-AQUI;Excelente 
CONOCE-AQUI;ok
CONOCE-AQUI;eXCELENTE SERVICIO
CONOCE-AQUI;BIEN
CONOCE-AQUI;OK
CONOCE-AQUI;NO ENCONTRE LOS ASIENTOS ANTERIORES DE ESTA PARTIDA
CONOCE-AQUI;El tiempo para hacer las consultas es muy limitado
CONOCE-AQUI;bueno
CONOCE-AQUI;BUENO
CONOCE-AQUI;ok
CONOCE-AQUI;aaa
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;gracias
CONOCE-AQUI;.
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;IMPRIMIR
CONOCE-AQUI;hola
CONOCE-AQUI;debe durar mas tiempo  y sin limite de acceso
CONOCE-AQUI;ninguno
CONOCE-AQUI;ES MUY RAPIDO Y EFICAZ
CONOCE-AQUI;OK
CONOCE-AQUI;"okys
"
CONOCE-AQUI;TODO BIEN
CONOCE-AQUI;AAAA
CONOCE-AQUI;I
CONOCE-AQUI;ninguno
CONOCE-AQUI;Ok
CONOCE-AQUI;b
CONOCE-AQUI;buena
CONOCE-AQUI;<<
CONOCE-AQUI;a
CONOCE-AQUI;"BUEN SERVICIO
"
CONOCE-AQUI;MUY POCO TIEMPO
CONOCE-AQUI;K
CONOCE-AQUI;"todobien y rapido
"
CONOCE-AQUI;mllñ
CONOCE-AQUI;".
"
CONOCE-AQUI;ok
CONOCE-AQUI;Gracias por bringar este servicio, seria mejor si se pudiera accecer a 5 vistas en vez de 3 diarias y que tenga una funcion de imprimir 
CONOCE-AQUI;d
CONOCE-AQUI;-
CONOCE-AQUI;LINK
CONOCE-AQUI;BIEN
CONOCE-AQUI;51654
CONOCE-AQUI;OK
CONOCE-AQUI;1
CONOCE-AQUI;OK
CONOCE-AQUI;BIEN
CONOCE-AQUI;"nhjvhgjcv
"
CONOCE-AQUI;PERFECTO
CONOCE-AQUI;GAAA
CONOCE-AQUI;NINGUNO
CONOCE-AQUI;xd
CONOCE-AQUI;dede
CONOCE-AQUI;OK
CONOCE-AQUI;No cargan las imagenes.
CONOCE-AQUI;Ddd
CONOCE-AQUI;no se puede visualizar nada
CONOCE-AQUI;NO SE PUDO VISUALIZAR LA IMAGEN
CONOCE-AQUI;"bien
"
CONOCE-AQUI;8
CONOCE-AQUI;No cargo 
CONOCE-AQUI;G
CONOCE-AQUI;no cargo nada
CONOCE-AQUI;"NO APARECIO NADA
"
CONOCE-AQUI;no carga ninguna pagina
CONOCE-AQUI;"dice que el servicio no está disponible.
"
CONOCE-AQUI;NO CARGA LA PAGINA
CONOCE-AQUI;ok
CONOCE-AQUI;no sale la info
CONOCE-AQUI;MUY BUENA
CONOCE-AQUI;"OK
"
CONOCE-AQUI;ssss
CONOCE-AQUI;Ok
CONOCE-AQUI;asxsa
CONOCE-AQUI;".
"
CONOCE-AQUI;ok
CONOCE-AQUI;x
CONOCE-AQUI;ATENCION BUENA
CONOCE-AQUI;ok
CONOCE-AQUI;EXELENTE 
CONOCE-AQUI;J
CONOCE-AQUI;e5a4yrusit{}po´jp+k
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;,
CONOCE-AQUI;. 
CONOCE-AQUI;BUENO
CONOCE-AQUI;"buena
"
CONOCE-AQUI;Todo bien
CONOCE-AQUI;BIEN
CONOCE-AQUI;OK
CONOCE-AQUI;Es buena la plataforma nos permite saber, cuando compro un carro usado
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;.
CONOCE-AQUI;nnn
CONOCE-AQUI;AWE
CONOCE-AQUI;OK
CONOCE-AQUI;REGULAR
CONOCE-AQUI;Bien
CONOCE-AQUI;k
CONOCE-AQUI;esta bien
CONOCE-AQUI;QUIERO DESCARGAR MI COPIA LITERAL Y SOLO ME DEJA VERLA
CONOCE-AQUI;EDF
CONOCE-AQUI;FACIL DE USAR
CONOCE-AQUI;todo conforme, felicitaciones
CONOCE-AQUI;Excelente servicio!!!
CONOCE-AQUI;Bueno 
CONOCE-AQUI;OK
CONOCE-AQUI;"TODO MUY BUENO
"
CONOCE-AQUI;"dEBERIA PERMITIRSE SU IMPRESION COMO COPIA SIMPLE.
gRACIAS"
CONOCE-AQUI;PARA APLAUDIR, SOLO REVISAR 
CONOCE-AQUI;"gracias
"
CONOCE-AQUI;Buen servicio 
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;Ok
CONOCE-AQUI;ev
CONOCE-AQUI;n
CONOCE-AQUI;EFICAZ
CONOCE-AQUI;Solo se muestra el último asiento de la consulta de propiedad vehicular
CONOCE-AQUI;ok
CONOCE-AQUI;bueno
CONOCE-AQUI;GDRFDFB
CONOCE-AQUI;Ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;m
CONOCE-AQUI;DFDSFDSFDSF
CONOCE-AQUI;Es muy eficiente
CONOCE-AQUI;ok
CONOCE-AQUI;GRAN AYUDA
CONOCE-AQUI;"ESTA PERFECTO 
GRACIAS
"
CONOCE-AQUI;h
CONOCE-AQUI;todo muy bien
CONOCE-AQUI;PTI
CONOCE-AQUI;BIEN
CONOCE-AQUI;ME GUSTA LA RAPIDES DEL SERVICIO
CONOCE-AQUI;permitar mas busquedas diarias
CONOCE-AQUI;conforme
CONOCE-AQUI;OK
CONOCE-AQUI;HOLA
CONOCE-AQUI;ASXDS
CONOCE-AQUI;PERMITIR MAS VISUALIZACIONES DIARIAS
CONOCE-AQUI;ok
CONOCE-AQUI;Buenas tardes hay forma de poder imprimir 
CONOCE-AQUI;Muy buen servicio
CONOCE-AQUI;nsd
CONOCE-AQUI;Actualizar los registros
CONOCE-AQUI;cdas
CONOCE-AQUI;Ok
CONOCE-AQUI;bien
CONOCE-AQUI;no
CONOCE-AQUI;OK
CONOCE-AQUI;W
CONOCE-AQUI;mUY BUEN SERVICIO
CONOCE-AQUI;excelente
CONOCE-AQUI;No es muy legible 
CONOCE-AQUI;ok
CONOCE-AQUI;F
CONOCE-AQUI;TTT
CONOCE-AQUI;Útil y eficiente 
CONOCE-AQUI;TODO BIEN
CONOCE-AQUI;exelente
CONOCE-AQUI;.
CONOCE-AQUI;OK
CONOCE-AQUI;Exelente servicio
CONOCE-AQUI;es bueno
CONOCE-AQUI;Darnos más tiempo para visualizar 
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;Sería IDEAL QUE LA PLATAFORMA DEJE DESCARGAR COMO PDF LOS ASIENTOS.
CONOCE-AQUI;"OK
"
CONOCE-AQUI;scqw
CONOCE-AQUI;ok
CONOCE-AQUI;BI
CONOCE-AQUI;excelente
CONOCE-AQUI;muy bueno
CONOCE-AQUI;ok
CONOCE-AQUI;seria posible que incluya la posibilidad de imprimir ?
CONOCE-AQUI;BUENO
CONOCE-AQUI;bueno
CONOCE-AQUI;|+
CONOCE-AQUI;ok
CONOCE-AQUI;bueno
CONOCE-AQUI;genial
CONOCE-AQUI;C
CONOCE-AQUI;OK
CONOCE-AQUI;BUENA PLATAFORMA INFORMATIVA
CONOCE-AQUI;10
CONOCE-AQUI;"GRACIE
"
CONOCE-AQUI;HLKI
CONOCE-AQUI;ok
CONOCE-AQUI;Se permita descargar las consultas informativas gratuitas
CONOCE-AQUI;OK
CONOCE-AQUI;BIEN
CONOCE-AQUI;bueno
CONOCE-AQUI;H
CONOCE-AQUI;Gracias 
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;un poco mas de tiempo
CONOCE-AQUI;A
